"Year","OSHPD ID","Facility Name","County Name","ER Service Level Desc","Type","Count"
2014,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Admit",2159
2014,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Visit",37349
2015,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Admit",2115
2015,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Visit",39411
2016,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Admit",2157
2016,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Visit",36983
2017,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Admit",2423
2017,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Visit",34851
2018,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Admit",2475
2018,106201281,"MADERA COMMUNITY HOSPITAL","MADERA","BASIC","ED_Visit",33542
2013,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Admit",7682
2013,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Visit",84262
2014,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Admit",8135
2014,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Visit",93278
2015,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Admit",8870
2015,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Visit",110511
2016,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Admit",8068
2016,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Visit",114172
2017,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Admit",7723
2017,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Visit",110987
2018,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Admit",7644
2018,106204019,"VALLEY CHILDREN'S HOSPITAL","MADERA","BASIC","ED_Visit",102453
2013,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Admit",3327
2013,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Visit",22361
2014,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Admit",2822
2014,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Visit",22983
2015,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Admit",3036
2015,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Visit",24567
2016,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Admit",2994
2016,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Visit",25325
2017,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Admit",3439
2017,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Visit",26218
2018,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Admit",3124
2018,106210992,"KAISER FOUNDATION HOSPITAL - SAN RAFAEL","MARIN","BASIC","ED_Visit",25500
2013,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Admit",5577
2013,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Visit",27494
2014,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Admit",5191
2014,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Visit",30149
2015,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Admit",5100
2015,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Visit",31083
2016,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Admit",5268
2016,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Visit",30215
2017,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Admit",5619
2017,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Visit",29430
2018,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Admit",5566
2018,106211006,"MARIN GENERAL HOSPITAL","MARIN","BASIC","ED_Visit",28993
2013,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Admit",1411
2013,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Visit",17187
2014,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Admit",1081
2014,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Visit",12895
2015,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Admit",1304
2015,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Visit",13279
2016,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Admit",1382
2016,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Visit",13442
2017,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Admit",1433
2017,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Visit",13545
2018,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Admit",1429
2018,106214034,"NOVATO COMMUNITY HOSPITAL","MARIN","BASIC","ED_Visit",13791
2013,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Admit",128
2013,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Visit",4919
2014,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Admit",153
2014,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Visit",5412
2015,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Admit",159
2015,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Visit",5844
2016,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Admit",139
2016,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Visit",6036
2017,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Admit",116
2017,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Visit",7000
2018,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Admit",251
2018,106220733,"JOHN C FREMONT HEALTHCARE DISTRICT","MARIPOSA","STANDBY","ED_Visit",6630
2013,106230949,"FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","STANDBY","ED_Admit",780
2013,106230949,"FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","STANDBY","ED_Visit",7784
2014,106230949,"FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","STANDBY","ED_Admit",737
2014,106230949,"FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","STANDBY","ED_Visit",8016
2015,106230949,"FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","STANDBY","ED_Admit",573
2015,106230949,"FRANK R HOWARD MEMORIAL HOSPITAL","MENDOCINO","STANDBY","ED_Visit",8134
2013,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Admit",689
2013,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Visit",8563
2014,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Admit",687
2014,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Visit",9094
2015,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Admit",666
2015,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Visit",9667
2016,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Admit",604
2016,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Visit",9755
2017,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Admit",612
2017,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Visit",9693
2018,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Admit",633
2018,106231013,"MENDOCINO COAST DISTRICT HOSPITAL","MENDOCINO","STANDBY","ED_Visit",9364
2013,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Admit",2422
2013,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Visit",22678
2014,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Admit",2328
2014,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Visit",21989
2015,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Admit",2158
2015,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Visit",26690
2016,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Admit",2038
2016,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Visit",27780
2017,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Admit",1949
2017,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Visit",27683
2018,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Admit",2201
2018,106231396,"ADVENTIST HEALTH UKIAH VALLEY","MENDOCINO","BASIC","ED_Visit",28158
2015,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Admit",131
2015,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Visit",1903
2016,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Admit",788
2016,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Visit",12249
2017,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Admit",997
2017,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Visit",13372
2018,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Admit",1129
2018,106234038,"ADVENTIST HEALTH HOWARD MEMORIAL","MENDOCINO","BASIC","ED_Visit",13258
2013,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Admit",407
2013,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Visit",7809
2014,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Admit",287
2014,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Visit",7457
2015,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Admit",319
2015,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Visit",8149
2016,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Admit",400
2016,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Visit",9153
2017,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Admit",456
2017,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Visit",8538
2018,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Admit",403
2018,106260011,"MAMMOTH HOSPITAL","MONO","STANDBY","ED_Visit",10045
2013,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Admit",4354
2013,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Visit",25818
2014,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Admit",4006
2014,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Visit",26061
2015,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Admit",3703
2015,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Visit",27141
2016,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Admit",3946
2016,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Visit",26099
2017,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Admit",4237
2017,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Visit",25461
2018,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Admit",4200
2018,106281047,"QUEEN OF THE VALLEY MEDICAL CENTER","NAPA","BASIC","ED_Visit",25418
2013,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Admit",1302
2013,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Visit",5965
2014,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Admit",1113
2014,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Visit",6093
2015,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Admit",1028
2015,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Visit",7592
2016,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Admit",1209
2016,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Visit",7208
2017,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Admit",1024
2017,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Visit",7139
2018,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Admit",1008
2018,106281078,"ADVENTIST HEALTH ST. HELENA","NAPA","STANDBY","ED_Visit",6828
2013,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Admit",3955
2013,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Visit",25543
2014,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Admit",4002
2014,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Visit",27062
2015,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Admit",3985
2015,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Visit",27231
2016,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Admit",3914
2016,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Visit",27270
2017,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Admit",3949
2017,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Visit",24161
2018,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Admit",4231
2018,106291023,"SIERRA NEVADA MEMORIAL HOSPITAL","NEVADA","BASIC","ED_Visit",22794
2013,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Admit",826
2013,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Visit",11035
2014,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Admit",783
2014,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Visit",11447
2015,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Admit",829
2015,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Visit",11883
2016,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Admit",948
2016,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Visit",12609
2017,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Admit",988
2017,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Visit",12373
2018,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Admit",886
2018,106291053,"TAHOE FOREST HOSPITAL","NEVADA","BASIC","ED_Visit",11893
2013,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Admit",5252
2013,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Visit",43473
2014,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Admit",5454
2014,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Visit",57471
2015,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Admit",6239
2015,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Visit",70868
2016,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Admit",6875
2016,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Visit",76980
2017,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Admit",6872
2017,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Visit",83422
2018,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Admit",6863
2018,106300032,"CHILDREN'S HOSPITAL OF ORANGE COUNTY","ORANGE","BASIC","ED_Visit",79788
2013,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",7161
2013,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",21627
2014,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",7143
2014,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",23572
2015,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",6948
2015,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",26404
2016,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",6502
2016,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",27822
2017,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",6701
2017,106300225,"ORANGE COAST MEMORIAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",27722
2018,106300225,"MEMORIALCARE ORANGE COAST MEDICAL CENTER","ORANGE","BASIC","ED_Admit",7106
2018,106300225,"MEMORIALCARE ORANGE COAST MEDICAL CENTER","ORANGE","BASIC","ED_Visit",26594
2013,106301097,"PACIFIC ORANGE HOSPITAL, LLC","ORANGE","BASIC","ED_Admit",282
2013,106301097,"PACIFIC ORANGE HOSPITAL, LLC","ORANGE","BASIC","ED_Visit",2050
2013,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",8519
2013,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",33005
2014,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",8045
2014,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",36123
2015,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",8887
2015,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",33880
2016,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",8122
2016,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",30724
2017,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",4834
2017,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",30953
2018,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",8104
2018,106301098,"AHMC ANAHEIM REGIONAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",30177
2013,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",1130
2013,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",7508
2014,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",1053
2014,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",7559
2015,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",1176
2015,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",7890
2016,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",1104
2016,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",6698
2017,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",940
2017,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",6831
2018,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",908
2018,106301140,"CHAPMAN GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",6219
2013,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Admit",10211
2013,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Visit",32778
2014,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Admit",9944
2014,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Visit",38769
2015,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Admit",10393
2015,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Visit",43519
2016,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Admit",10046
2016,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Visit",41037
2017,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Admit",11230
2017,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Visit",41562
2018,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Admit",11402
2018,106301175,"FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID","ORANGE","BASIC","ED_Visit",41909
2013,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",2305
2013,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",11788
2014,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",2324
2014,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",12895
2015,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",2524
2015,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",13133
2016,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",2465
2016,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",14551
2017,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",2495
2017,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",14717
2018,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Admit",2765
2018,106301188,"ANAHEIM GLOBAL MEDICAL CENTER","ORANGE","BASIC","ED_Visit",13734
2013,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Admit",13657
2013,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Visit",83733
2014,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Admit",14285
2014,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Visit",89873
2015,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Admit",16467
2015,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Visit",95003
2016,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Admit",18124
2016,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Visit",97845
2017,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Admit",19413
2017,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Visit",100275
2018,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Admit",19038
2018,106301205,"HOAG MEMORIAL HOSPITAL PRESBYTERIAN","ORANGE","BASIC","ED_Visit",98209
2013,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Admit",3207
2013,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Visit",13885
2014,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Admit",3153
2014,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Visit",14427
2015,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Admit",2926
2015,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Visit",15689
2016,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Admit",2968
2016,106301209,"HUNTINGTON BEACH HOSPITAL","ORANGE","BASIC","ED_Visit",15327
